id,PRODCOM code,Long name,Figure name,Quantity (kg/yr),Quantity (Mt/yr),Local production share of available quantity (%),Ecoinvent activity name or proxy,Carbon mass share,Ecoinvent 3.11 activity region 1 location,Ecoinvent 3.11 activity region 1 share,Ecoinvent 3.11 activity region 2 location,Ecoinvent 3.11 activity region 2 share,Ecoinvent 3.11 activity region 3 location,Ecoinvent 3.11 activity region 3 share,Ecoinvent 3.12 activity region 1 location,Ecoinvent 3.12 activity region 1 share,Ecoinvent 3.12 activity region 2 location,Ecoinvent 3.12 activity region 2 share,Ecoinvent 3.12 activity region 3 location,Ecoinvent 3.12 activity region 3 share,Ecoinvent 3.12 activity region 4 location,Ecoinvent 3.12 activity region 4 share,Ecoinvent 3.12 activity region 5 location,Ecoinvent 3.12 activity region 5 share,propylene - ecoinvent-3.11-cutoff,ethylene - ecoinvent-3.11-cutoff,methanol - ecoinvent-3.11-cutoff,"xylene, mixed - ecoinvent-3.11-cutoff",o-xylene - ecoinvent-3.11-cutoff,p-xylene - ecoinvent-3.11-cutoff,"toluene, liquid - ecoinvent-3.11-cutoff",benzene - ecoinvent-3.11-cutoff,"Unit GHG footprint without end-of-life (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.11-cutoff","Unit GHG footprint of local production share (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.11-cutoff",propylene - ecoinvent-3.12-cutoff,ethylene - ecoinvent-3.12-cutoff,methanol - ecoinvent-3.12-cutoff,"xylene, mixed - ecoinvent-3.12-cutoff",o-xylene - ecoinvent-3.12-cutoff,p-xylene - ecoinvent-3.12-cutoff,"toluene, liquid - ecoinvent-3.12-cutoff",benzene - ecoinvent-3.12-cutoff,"Unit GHG footprint without end-of-life (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.12-cutoff","Unit GHG footprint of local production share (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.12-cutoff"
11,20143430,Phthalic anhydride; terephthalic acid and its salts,Terephthalic acid,3491283735.0,3.491283735,0.801997263,market for purified terephthalic acid,0.578390417,GLO,1.0,,,,,GLO,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.6028377513517584,0.0,0.0,2.5228001947207357,2.023278851261897,0.0,0.0,0.0,0.0,0.0,1.5862268127062071,0.0,0.0,2.5077724736246974,2.011226660073747
12,20164062,Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g,Polyethylene terephthalate,3349184970.0,3.34918497,0.656876231,"market for polyethylene terephthalate, granulate, amorphous",0.648542117,GLO,1.0,,,,,GLO,1.0,,,,,,,,,0.0,0.3804677936268156,0.0,0.0,0.0,1.3962520006744088,0.0,0.0,3.7524038529688255,2.4648649001280405,0.0,0.21620964009079557,0.0,0.0,0.0,1.3817820043835358,0.0,0.0,3.7004455685125945,2.4307347380652056
13,20141160,"Buta-1,3-diene and isoprene",Butadiene,2808940257.0,2.808940257,0.996817214,market for butadiene,0.888223331,RER,1.0,,,,,RER w/o RU,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.668062195900209,2.6595703248959683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7221810111665787,2.713516891554772
14,20141150,Butene (butylene) and isomers thereof,Butylene,2000046666.0,2.000046666,0.999976668,"market for butene, mixed",0.856322966,RER,1.0,,,,,RER w/o RU,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8237710289510107,1.8237284767253632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9168250578465011,1.9167803344842513
15,20162035,"Expansible polystyrene, in primary forms",Polystyrene,1864065177.0,1.864065177,0.887072495,"market for polystyrene, expandable",0.922574699,GLO,1.0,,,,,RER,0.91,RoW,0.09,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6248830536194143,3.2155340544573927,0.15163027691813613,0.3018560919369221,0.0,0.0,0.0,0.0,0.0,1.2234256725139707,3.49464165561799,3.0529545905598425
16,20142310,Ethylene glycol (ethanediol),Ethylene glycol,1795747967.0,1.795747967,0.556871019,market for ethylene glycol,0.387014661,RER,0.56,RoW,0.44,,,RER,0.56,RoW,0.44,,,,,,,0.0,1.1060938114769638,0.06554726595488534,0.0,0.0,0.0,0.0,0.0,2.3143898688517264,1.0975334988174508,0.0,1.038473508069004,0.0,0.0,0.0,0.0,0.0,0.0,2.2670109110048853,1.142003408557278
17,20146375,Methyloxirane (propylene oxide),Propylene oxide,1650938177.0,1.650938177,0.981686695,"market for propylene oxide, liquid",0.620402893,RER,0.98,RoW,0.02,,,RER,0.98,US,0.02,,,,,,,1.3987992789953565,0.0,0.008508454905967022,0.0,0.0,0.0,0.0,0.0,3.995652602559848,3.8862974332570452,1.047360621417805,0.09573319666249497,0.0,0.0,0.0,0.0,0.0,0.44242596588852456,3.888683062324504,3.8350203997674197
18,20162039,"Polystyrene, in primary forms (excluding expansible polystyrene)",Polystyrene,1592476459.0,1.592476459,0.931638074,"market for polystyrene, extruded",0.922574699,GLO,1.0,,,,,GLO,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.533772210429774,9.813663254079517,0.0,0.06531909177892528,0.0,0.0,0.0,0.0,0.0,0.8584086998126463,10.764873805381736,10.028966298898892
19,20141353,"1,2-Dichloroethane (ethylene dichloride)",Ethylene dichloride,1202939382.0,1.202939382,0.756480346,market for ethylene dichloride,0.242744543,RER,0.86,RoW,0.14,,,RER,0.86,RoW,0.14,,,,,,,0.0,0.5580699439847259,0.0,0.0,0.0,0.0,0.0,0.0,1.4122204082076308,1.0252944761210612,0.0,0.5631696825173407,0.0,0.0,0.0,0.0,0.0,0.0,1.4704610029521379,1.0738714847165458
20,20141245,p-Xylene,p-Xylene,1191905947.0,1.191905947,0.465976359,market for p-xylene,0.905124341,RER,0.48,RoW,0.52,,,RER,0.48,RoW,0.52,,,,,,,0.0,0.0,0.0,0.0,0.0,2.3272589210991557,0.0,0.0,2.3702606094396814,1.0511814863312154,0.0,0.0,0.0,0.0,0.0,2.316447848571368,0.0,0.0,2.359466342803156,1.0582345842310592
21,20141225,Toluene,Toluene,1120381615.0,1.120381615,0.97878773,"market for toluene, liquid",0.91249186,RER,1.0,,,,,RER,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.5751177768100937,0.0,1.6040022599866708,1.5699777309672234,0.0,0.0,0.0,0.0,0.0,0.0,1.5979644063152854,0.0,1.6269594505199287,1.5924479473764483
22,20146211,Acetone,Acetone,1090852807.0,1.090852807,0.92846916,"market for acetone, liquid",0.620402893,RER,0.93,RoW,0.07,,,RER,0.93,RoW,0.07,,,,,,,0.539334101684794,0.0,0.0,0.0,0.0,0.0,0.0,0.9071427464272005,2.376465654043379,2.1781583807117255,0.554948011517162,0.0,0.008350137577751016,0.0,0.0,0.0,0.0,0.9251633215571773,2.4212604403544677,2.2186031857520865
23,20146111,Methanal (formaldehyde),Formaldehyde,931200527.0,0.931200527,0.977233124,market for formaldehyde,0.400019983,RER,0.99,RoW,0.01,,,RER,0.99,RoW,0.01,,,,,,,0.0,0.0,0.9429961044228782,0.0,0.0,0.0,0.0,0.0,1.1685226086442286,1.1337710599253785,0.0,0.0,0.742619699724309,0.0,0.0,0.0,0.0,0.0,0.9716813464061299,0.941402241084127
24,20165230,"Polymers of vinyl acetate, in aqueous dispersion, in primary forms",Polyvinyl acetate,914892768.0,0.914892768,0.983721843,market for vinyl acetate,0.558067139,RER,0.99,RoW,0.01,,,RER,0.99,RoW,0.01,,,,,,,0.0,0.6062280607213302,0.543896919778086,0.0,0.0,0.0,0.0,0.0,3.7491339283749143,3.681493862332109,0.0,0.6290606116806047,0.4900646205924251,0.0,0.0,0.0,0.0,0.0,3.776581703836876,3.7088679974913945
25,20143271,Acetic acid,Acetic acid,888564975.0,0.888564975,0.168811515,market for acetic acid,0.400033306,GLO,1.0,,,,,GLO,1.0,,,,,,,,,0.0,0.0,0.7795821098664308,0.0,0.0,0.0,0.0,0.0,2.6002044602800143,0.4389444542496265,0.0,0.0,0.7172792088242714,0.0,0.0,0.0,0.0,0.0,2.586805019827585,0.43668247440669966
26,20146373,Oxirane (ethylene oxide),Ethylene oxide,886759378.0,0.886759378,0.994980261,market for ethylene oxide,0.545334847,RER,1.0,,,,,RER w/o RU,1.0,,,,,,,,,0.0,1.4494602026406136,0.0,0.0,0.0,0.0,0.0,0.0,2.484765045114195,2.4722921731113985,0.0,1.502295738704725,0.0,0.0,0.0,0.0,0.0,0.0,2.585285252594336,2.5723077953857634
27,20141371,Vinyl chloride (chloroethylene),Vinyl chloride,882272543.0,0.882272543,0.906749288,market for vinyl chloride,0.384352,RER,0.98,RoW,0.02,,,RER,0.98,Asia without China,0.01,RoW,0.01,,,,,0.0,0.7670356589969669,0.0,0.0,0.0,0.0,0.0,0.0,1.739933572172816,1.5686877051646273,0.0,0.8023183451681251,0.0,0.0,0.0,0.0,0.0,0.0,1.807199295588412,1.6252917963722506
28,20144151,Aniline and its salts (excluding derivatives),Aniline,881884158.0,0.881884158,0.54958148,market for aniline,0.77382154,RER,0.8,RoW,0.2,,,RER,0.8,RoW,0.2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7982058689745963,4.041807001504555,2.0547061408094005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8139449147683748,4.034159169990329,2.0675814469175813
29,20164064,Other polyethylene terephthalate in primary forms,Polyethylene terephthalate,872335906.0,0.872335906,0.504392857,"market for polyethylene terephthalate, granulate, amorphous",0.648542117,GLO,1.0,,,,,GLO,1.0,,,,,,,,,0.0,0.3804677936268156,0.0,0.0,0.0,1.3962520006744088,0.0,0.0,3.7524038529688255,1.8926857000167538,0.0,0.21620964009079557,0.0,0.0,0.0,1.3817820043835358,0.0,0.0,3.7004455685125945,1.8664783124750568
30,20142320,"Propylene glycol (propane-1,2-diol)",Propylene glycol,848026699.0,0.848026699,0.943366525,"market for propylene glycol, liquid",0.473557629,RER,0.95,RoW,0.05,,,RER,0.95,RoW,0.05,,,,,,,1.134531881564736,0.0,0.015324447946015333,0.0,0.0,0.0,0.0,0.0,3.680773134173952,3.3946330181231947,0.8597284334007407,0.04332559529042033,0.015354897283956549,0.0,0.0,0.0,0.0,0.3388878718037433,3.626399556729945,3.361533232449631
31,20162070,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",ABS,846217183.0,0.846217183,0.715351861,market for acrylonitrile-butadiene-styrene copolymer,0.85265026,GLO,1.0,,,,,GLO,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.652506044090016,3.328178856953541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656313376600034,3.330902439350028
32,20141247,m-Xylene and mixed xylene isomers,m-Xylene,821433537.0,0.821433537,0.973907156,"market for xylene, mixed",0.905124341,RER,0.97,RoW,0.03,,,RER,0.97,RoW,0.03,,,,,,,0.0,0.0,0.0,1.4880413743609309,0.0,0.0,0.0,0.0,1.5177448452169764,1.4761644857132832,0.0,0.0,0.0,1.4998748802747066,0.0,0.0,0.0,0.0,1.5296835500090233,1.4890714458167513
33,20163025,"Plasticised polyvinyl chloride mixed with any other substance, in primary forms",Polyvinyl chloride,790721030.0,0.79072103,0.935487944,"market for polyvinyl chloride, suspension polymerised",0.384352,RER,0.98,RoW,0.02,,,RER,0.98,RoW,0.02,,,,,,,0.0,0.7661506998035453,0.0,0.0,0.0,0.0,0.0,0.0,2.107091996503472,1.9597100967308219,0.0,0.8110555696461571,0.0,0.0,0.0,0.0,0.0,0.0,2.1838870918334856,2.0213818172637676
34,20141270,Cumene,Cumene,778495527.0,0.778495527,0.93458212,market for cumene,0.899400948,RER,0.94,RoW,0.06,,,RER,0.94,RoW,0.06,,,,,,,0.6704358100725063,0.0,0.00569681284168211,0.0,0.0,0.0,0.0,1.3125434928424282,2.3120532378796192,2.138970283954067,0.6961559893489705,0.0,0.014758325816243072,0.0,0.0,0.0,0.0,1.339129553812295,2.373499806389364,2.1949361958265854
35,20144350,Acrylonitrile,Acrylonitrile,705069102.0,0.705069102,0.850980419,market for acrylonitrile,0.679099133,GLO,1.0,,,,,GLO,1.0,,,,,,,,,2.025610689810081,0.0,0.3398158855555941,0.0,0.0,0.0,0.0,0.0,4.253078333665255,3.6192863824222803,2.3811099896521606,0.0,0.7273549032402339,0.0,0.0,0.0,0.0,0.0,4.560201982906637,3.880642594138521
36,20141213,Cyclohexane,Cyclohexane,683315016.0,0.683315016,0.351228927,market for cyclohexane,0.856297529,GLO,1.0,,,,,GLO,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.104273445064761,3.346810954946915,1.1754968205778504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0204269211831116,3.2313182200490407,1.1349324312233746
37,20143385,Adipic acid; its salts and esters,Adipic acid,667655569.0,0.667655569,0.855143012,market for adipic acid,0.493129875,GLO,1.0,,,,,GLO,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4184179167328674,9.370551373579202,8.013161525703255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361899876262209,9.267494796069144,7.925033413604893
38,20142220,Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol),Isopropanol,667347651.0,0.667347651,0.809173448,market for isopropanol,0.599550749,RER,0.82,RoW,0.18,,,RER,0.82,RoW,0.18,,,,,,,1.4236029187682464,0.0,0.07396668596497936,0.0,0.0,0.0,0.0,0.0,2.36097997664926,1.8034425623434442,1.5337033955320207,0.0,0.14204221541102258,0.0,0.0,0.0,0.0,0.0,2.46268119121458,1.846284590151012
39,20141260,Ethylbenzene,Ethylbenzene,642497260.0,0.64249726,0.933856123,market for ethyl benzene,0.905124341,RER,0.99,RoW,0.01,,,RER,0.99,US,0.01,,,,,,,0.0,0.4740723472411504,0.0,0.0,0.0,0.0,0.0,1.5328938716295522,2.6707240109587675,2.4956500228657124,0.0,0.4839127030145402,0.0,0.0,0.0,0.0,0.0,1.5703090267072028,2.3873646716043595,2.2307271297497486
40,20143320,Esters of acrylic acid,Esters of acrylic acid,604861873.0,0.604861873,0.661308007,market for butyl acrylate,0.655985457,RER,0.72,RoW,0.28,,,RER,0.72,RoW,0.28,,,,,,,1.5141786364768763,0.0,0.08483418678609403,0.0,0.0,0.0,0.0,0.0,5.047447528572425,3.258252315906878,1.6122144512275498,0.0,0.3163323619329692,0.0,0.0,0.0,0.0,0.0,4.7059810859545745,2.9583587118653716
41,20161070,"Ethylene-vinyl acetate copolymers, in primary forms",Ethylene-vinyl acetate,593659673.0,0.593659673,0.842233392,market for ethylene vinyl acetate copolymer,0.631382513,RER,0.87,RoW,0.13,,,RER,0.87,RoW,0.13,,,,,,,0.0,1.690666449787671,0.11387494840180971,0.0,0.0,0.0,0.0,0.0,2.835619250036055,2.319138752300471,0.0,1.7354208899937484,0.1310591337248194,0.0,0.0,0.0,0.0,0.0,2.897222110061011,2.3809520144326046
42,20142230,Butan-1-ol (n-butyl alcohol),n-Butanol,507331541.0,0.507331541,0.788439054,market for n-butanol,0.648192121,GLO,1.0,,,,,GLO,1.0,,,,,,,,,1.266791658703962,0.0,0.137365223157676,0.0,0.0,0.0,0.0,0.0,3.8441285166322867,3.0308610511079834,1.3655939761416696,0.0,0.3558622646594303,0.0,0.0,0.0,0.0,0.0,4.007689262346689,3.159818730730582
43,20144123,Hexamethylenediamine and its salts; ethylenediamine and its salts,Hexamethylenediamine,443739559.0,0.443739559,0.90142966,market for hexamethylenediamine,0.620189329,RER,0.91,RoW,0.09,,,RER,0.91,RoW,0.09,,,,,,,0.43813896223869786,0.0,0.010652749144176262,0.0,0.0,0.0,0.0,0.0,5.571048078687225,4.993056449261193,0.13472933319248534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.564966539907278,4.040003769452793
44,20143215,Ethyl acetate,Ethyl acetate,377601386.0,0.377601386,0.119173291,market for ethyl acetate,0.545272954,GLO,1.0,,,,,GLO,1.0,,,,,,,,,0.0,0.5465943556131254,0.3611489531563642,0.0,0.0,0.0,0.0,0.0,3.986381388426595,0.47507018923994665,0.0,0.4467178305436369,0.33477690847044805,0.0,0.0,0.0,0.0,0.0,3.954084594972889,0.4712212740753213
45,20164013,"Polyacetals, in primary forms",Polyoxymethylene,334412816.0,0.334412816,0.59226284,manual:3.64,0.400019983,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,2.1558367376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,2.1558367376
46,20146333,"2,2-Oxydiethanol (diethylene glycol; digol)",Diethylene glycol,321846701.0,0.321846701,0.186424157,market for diethylene glycol,0.452732755,RER,0.21,RoW,0.79,,,RER,0.21,RoW,0.79,,,,,,,0.0,1.3623866679935865,0.1376717447028424,0.0,0.0,0.0,0.0,0.0,3.0184667058855856,0.4289002259788021,0.0,1.2139605831302398,0.0,0.0,0.0,0.0,0.0,0.0,2.8446504964868105,0.4463119733213541
47,20143340,Esters of methacrylic acid,Methyl methacrylate,321638245.0,0.321638245,0.27981747,market for methyl methacrylate,0.599830204,RER,0.35,RoW,0.65,,,RER,0.35,RoW,0.65,,,,,,,0.6456541390273508,0.0,0.45141496234373557,0.0,0.0,0.0,0.0,0.5623986049119059,6.62288749073993,1.6926826345137254,0.2626270193979044,0.0,0.3535569728973983,0.0,0.0,0.0,0.0,0.5496294761990482,6.189752540089171,1.5039940334375268
48,20141243,o-Xylene,o-Xylene,318208407.0,0.318208407,0.448046167,market for o-xylene,0.905124341,RER,0.51,RoW,0.49,,,RER,0.51,RoW,0.49,,,,,,,0.0,0.0,0.0,0.0,2.345892251185357,0.0,0.0,0.0,2.388075712871382,1.021185324556529,0.0,0.0,0.0,0.0,2.336440935303117,0.0,0.0,0.0,2.3786465401490444,1.0279338475038386
49,20141313,Chloromethane (methyl chloride) and chloroethane (ethyl chloride),Chloromethane,300894106.0,0.300894106,0.997028503,market for methyl chloride,0.237888691,RER,1.0,,,,,RER,1.0,,,,,,,,,0.0,0.0,0.5986010605873526,0.0,0.0,0.0,0.0,0.0,2.8318777886917186,2.8234628723382547,0.0,0.0,0.4703990150163087,0.0,0.0,0.0,0.0,0.0,2.722984997439348,2.714893655688412
50,20146115,Butanal (butyraldehyde; normal isomer),Butanal,300000000.0,0.3,1.0,market for n-butanol,0.666259881,GLO,1.0,,,,,GLO,1.0,,,,,,,,,1.266791658703962,0.0,0.137365223157676,0.0,0.0,0.0,0.0,0.0,3.8441285166322867,3.8441285166322867,1.3655939761416696,0.0,0.3558622646594303,0.0,0.0,0.0,0.0,0.0,4.007689262346689,4.007689262346689
51,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",Bisphenol A,258032226.0,0.258032226,0.775096983,"market for bisphenol A, powder",0.78919357,RER,0.78,RoW,0.22,,,RER,0.78,RoW,0.22,,,,,,,0.6346598992744933,0.0,0.0,0.0,0.0,0.0,0.0,1.2382214411926997,3.9556934480326076,2.942318093144354,0.5996370961511396,0.0,0.0,0.0,0.0,0.0,0.0,1.2234230060695188,4.012470560494862,2.9845207724366913
52,20165250,"Polymers of vinyl acetate, in primary forms (excluding in aqueous dispersion)",Polyvinyl acetate,250743096.0,0.250743096,0.79762914,market for vinyl acetate,0.558073297,RER,0.87,RoW,0.13,,,RER,0.87,RoW,0.13,,,,,,,0.0,0.6151850956255553,0.5352672136828541,0.0,0.0,0.0,0.0,0.0,3.8297795953150406,2.985058026537323,0.0,0.6245203041779893,0.4971418003487523,0.0,0.0,0.0,0.0,0.0,3.8526753657778237,3.0072537397266914
53,20143277,Acetic anhydride,Acetic anhydride,215273632.0,0.215273632,0.011148602,market for acetic anhydride,0.470604369,GLO,1.0,,,,,GLO,1.0,,,,,,,,,0.0,0.3236240082099783,0.6979407038043185,0.0,0.0,0.0,0.0,0.0,5.174229860614852,0.05768542937251046,0.0,0.20549934959292046,0.6386668986566801,0.0,0.0,0.0,0.0,0.0,5.144422246818696,0.05735311614972741
54,20144450,Toluene diisocyanate (TDI),Toluene diisocyanate,242141968.2,0.242141968,0.886320477,market for toluene diisocyanate,0.620687873,RER,0.88,RoW,0.12,,,RER,0.88,RoW,0.12,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.9202584393613648,0.0,5.795653697314272,4.980719046579562,0.0,0.0,0.0,0.0,0.0,0.0,0.9141660574315763,0.0,5.80094731985242,4.98770194682881
55,20144450,Methylene diphenyl diisocyanate (MDI),Methylene diphenyl diisocyanate,807139893.8,0.807139894,0.886320477,market for methylene diphenyl diisocyanate,0.71994006,RER,0.88,RoW,0.12,,,RER,0.88,RoW,0.12,,,,,,,0.0,0.0,0.14056402424018855,0.0,0.0,0.0,0.0,1.278537703903473,4.359412929514408,3.68845266311927,0.0,0.0,0.11236073988020676,0.0,0.0,0.0,0.0,1.2984376861299813,4.370236613659861,3.708523502431931
